id_pedido,data_pedido,ano,mes,nome_mes,segmento,regiao,estado,cidade,categoria,subcategoria,nome_produto,modo_envio,dias_entrega,vendas,quantidade,desconto,lucro,margem_lucro
CA-2014-160766,2014-09-14,2014,9,Sep,Consumidor,Leste,New York,New York City,Papelaria,Papel,Xerox 198,Mesmo Dia,0,44.82,9,0.0,21.0654,47.0
CA-2017-146626,2017-12-29,2017,12,Dec,Corporativo,Oeste,California,Anaheim,Móveis,Mobiliário,Nu-Dell Executive Frame,Padrão,7,101.12,8,0.0,37.4144,37.0
CA-2015-123330,2015-06-21,2015,6,Jun,Consumidor,Sul,Florida,Deltona,Tecnologia,Telefones,Innergie mMini Combo Duo USB Travel Charging Kit,Padrão,6,107.976,3,0.2,37.7916,35.0
CA-2017-155607,2017-11-26,2017,11,Nov,Home Office,Leste,New York,New York City,Papelaria,Eletrodomésticos,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,Padrão,4,58.73,7,0.0,14.6825,25.0
CA-2017-155607,2017-11-26,2017,11,Nov,Home Office,Leste,New York,New York City,Papelaria,Fichários,Binding Machine Supplies,Padrão,4,93.344,4,0.2,32.6704,35.0
CA-2016-151323,2016-10-23,2016,10,Oct,Home Office,Oeste,Washington,Seattle,Papelaria,Grampos,Advantus SlideClip Paper Clips,Padrão,5,17.05,5,0.0,8.184,48.0
CA-2015-146696,2015-12-14,2015,12,Dec,Consumidor,Oeste,California,San Diego,Papelaria,Fichários,Wilson Jones Standard D-Ring Binders,Padrão,5,8.096,2,0.2,2.7324,33.75
CA-2016-128972,2016-11-13,2016,11,Nov,Corporativo,Central,Oklahoma,Oklahoma City,Móveis,Mobiliário,"Master Giant Foot Doorstop, Safety Yellow",Padrão,4,30.36,4,0.0,13.0548,43.0
CA-2017-128335,2017-09-29,2017,9,Sep,Consumidor,Leste,New York,Mount Vernon,Papelaria,Envelopes,Staple envelope,Padrão,6,23.34,3,0.0,10.9698,47.0
CA-2017-128335,2017-09-29,2017,9,Sep,Consumidor,Leste,New York,Mount Vernon,Papelaria,Papel,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",Padrão,6,51.55,5,0.0,24.2285,47.0
CA-2015-154886,2015-11-08,2015,11,Nov,Consumidor,Oeste,California,San Francisco,Tecnologia,Acessórios,Microsoft Arc Touch Mouse,Padrão,4,119.9,2,0.0,43.164,36.0
CA-2016-111213,2016-04-01,2016,4,Apr,Consumidor,Leste,New York,New York City,Móveis,Cadeiras,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Padrão,4,1317.492,6,0.1,292.776,22.22
CA-2016-111213,2016-04-01,2016,4,Apr,Consumidor,Leste,New York,New York City,Papelaria,Suprimentos,Staple remover,Padrão,4,63.84,8,0.0,18.5136,29.0
CA-2016-111213,2016-04-01,2016,4,Apr,Consumidor,Leste,New York,New York City,Papelaria,Fichários,Avery Non-Stick Binders,Padrão,4,3.592,1,0.2,1.1225,31.25
CA-2017-161333,2017-02-02,2017,2,Feb,Consumidor,Oeste,California,Los Angeles,Móveis,Mobiliário,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Padrão,5,86.26,2,0.0,29.3284,34.0
CA-2017-161333,2017-02-02,2017,2,Feb,Consumidor,Oeste,California,Los Angeles,Papelaria,Armazenamento,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Padrão,5,139.04,4,0.0,38.9312,28.0
CA-2017-161333,2017-02-02,2017,2,Feb,Consumidor,Oeste,California,Los Angeles,Papelaria,Eletrodomésticos,Harmony HEPA Quiet Air Purifiers,Padrão,5,46.8,4,0.0,16.38,35.0
CA-2017-128734,2017-12-24,2017,12,Dec,Home Office,Oeste,Arizona,Chandler,Móveis,Mobiliário,Acrylic Self-Standing Desk Frames,Padrão,7,8.544,4,0.2,1.9224,22.5
CA-2017-128734,2017-12-24,2017,12,Dec,Home Office,Oeste,Arizona,Chandler,Móveis,Cadeiras,Global Leather Executive Chair,Padrão,7,842.376,3,0.2,105.297,12.5
CA-2014-141796,2014-06-21,2014,6,Jun,Consumidor,Leste,New York,Long Beach,Tecnologia,Telefones,Polycom SoundStation2 EX Conference phone,Mesmo Dia,0,1214.85,3,0.0,352.3065,29.0
CA-2017-125101,2017-03-06,2017,3,Mar,Corporativo,Oeste,California,San Francisco,Papelaria,Armazenamento,"File Shuttle II and Handi-File, Black",Segunda Classe,4,67.78,2,0.0,16.945,25.0
CA-2017-169929,2017-09-25,2017,9,Sep,Corporativo,Oeste,Montana,Helena,Papelaria,Armazenamento,Iris Project Case,Primeira Classe,3,39.9,5,0.0,10.374,26.0
US-2014-121566,2014-06-30,2014,6,Jun,Consumidor,Leste,New York,New York City,Papelaria,Fichários,Cardinal Poly Pocket Divider Pockets for Ring Binders,Padrão,6,2.688,1,0.2,0.84,31.25
US-2014-121566,2014-06-30,2014,6,Jun,Consumidor,Leste,New York,New York City,Papelaria,Arte,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Padrão,6,6.6,3,0.0,2.904,44.0
US-2015-124219,2015-08-07,2015,8,Aug,Consumidor,Central,Missouri,Kirkwood,Papelaria,Fichários,"Wilson Jones Hanging View Binder, White, 1""",Primeira Classe,1,28.4,4,0.0,13.064,46.0
US-2015-124219,2015-08-07,2015,8,Aug,Consumidor,Central,Missouri,Kirkwood,Móveis,Mobiliário,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",Primeira Classe,1,212.94,3,0.0,34.0704,16.0
CA-2017-163006,2017-06-30,2017,6,Jun,Home Office,Central,Illinois,Chicago,Tecnologia,Telefones,Samsung Galaxy S4,Segunda Classe,4,1001.584,2,0.2,125.198,12.5
CA-2017-163006,2017-06-30,2017,6,Jun,Home Office,Central,Illinois,Chicago,Móveis,Cadeiras,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Segunda Classe,4,569.058,3,0.3,-178.8468,-31.43
CA-2017-163006,2017-06-30,2017,6,Jun,Home Office,Central,Illinois,Chicago,Móveis,Mobiliário,"Seth Thomas 13 1/2"" Wall Clock",Segunda Classe,4,14.224,2,0.6,-10.3124,-72.5
CA-2015-156146,2015-10-26,2015,10,Oct,Corporativo,Oeste,Arizona,Peoria,Tecnologia,Telefones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,Segunda Classe,4,105.584,2,0.2,9.2386,8.75
CA-2015-156146,2015-10-26,2015,10,Oct,Corporativo,Oeste,Arizona,Peoria,Tecnologia,Telefones,Plantronics MX500i Earset,Segunda Classe,4,68.72,2,0.2,-14.603,-21.25
CA-2014-111192,2014-07-30,2014,7,Jul,Corporativo,Oeste,Washington,Seattle,Móveis,Estantes,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Padrão,6,1367.84,8,0.0,259.8896,19.0
CA-2016-115378,2016-11-18,2016,11,Nov,Consumidor,Central,Michigan,Taylor,Móveis,Cadeiras,Novimex Swivel Fabric Task Chair,Segunda Classe,5,301.96,2,0.0,33.2156,11.0
CA-2015-161627,2015-07-06,2015,7,Jul,Consumidor,Oeste,California,Pasadena,Móveis,Cadeiras,Novimex Turbo Task Chair,Padrão,5,170.352,3,0.2,-17.0352,-10.0
CA-2014-121006,2014-11-10,2014,11,Nov,Consumidor,Central,Michigan,Midland,Papelaria,Arte,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Padrão,6,3.9,2,0.0,1.521,39.0
CA-2014-121006,2014-11-10,2014,11,Nov,Consumidor,Central,Michigan,Midland,Papelaria,Papel,Xerox 199,Padrão,6,12.84,3,0.0,5.778,45.0
CA-2014-121006,2014-11-10,2014,11,Nov,Consumidor,Central,Michigan,Midland,Papelaria,Papel,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Padrão,6,15.84,3,0.0,7.128,45.0
CA-2014-121006,2014-11-10,2014,11,Nov,Consumidor,Central,Michigan,Midland,Móveis,Cadeiras,Hon Every-Day Series Multi-Task Chairs,Padrão,6,563.94,3,0.0,112.788,20.0
CA-2014-121006,2014-11-10,2014,11,Nov,Consumidor,Central,Michigan,Midland,Papelaria,Armazenamento,Acco Perma 3000 Stacking Storage Drawers,Padrão,6,62.94,3,0.0,11.9586,19.0
CA-2014-121006,2014-11-10,2014,11,Nov,Consumidor,Central,Michigan,Midland,Papelaria,Armazenamento,"Hot File 7-Pocket, Floor Stand",Padrão,6,535.41,3,0.0,160.623,30.0
CA-2016-122903,2016-05-27,2016,5,May,Corporativo,Central,Michigan,Detroit,Móveis,Cadeiras,HON 5400 Series Task Chairs for Big and Tall,Segunda Classe,2,3504.9,5,0.0,700.98,20.0
CA-2016-122903,2016-05-27,2016,5,May,Corporativo,Central,Michigan,Detroit,Papelaria,Papel,Xerox 1910,Segunda Classe,2,144.12,3,0.0,69.1776,48.0
CA-2016-122903,2016-05-27,2016,5,May,Corporativo,Central,Michigan,Detroit,Papelaria,Papel,Xerox 1915,Segunda Classe,2,314.55,3,0.0,150.984,48.0
CA-2015-107741,2015-03-08,2015,3,Mar,Corporativo,Oeste,Colorado,Pueblo,Papelaria,Arte,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Primeira Classe,2,3.408,1,0.2,0.8946,26.25
CA-2017-106432,2017-10-19,2017,10,Oct,Consumidor,Central,Texas,Waco,Papelaria,Fichários,"SlimView Poly Binder, 3/8""",Padrão,5,2.072,2,0.8,-3.5224,-170.0
CA-2017-106432,2017-10-19,2017,10,Oct,Consumidor,Central,Texas,Waco,Móveis,Estantes,Rush Hierlooms Collection Rich Wood Bookcases,Padrão,5,328.3992,3,0.32,-91.7586,-27.94
CA-2016-148908,2016-11-05,2016,11,Nov,Consumidor,Oeste,California,San Francisco,Papelaria,Fichários,GBC Twin Loop Wire Binding Elements,Primeira Classe,3,53.248,2,0.2,19.968,37.5
CA-2016-123015,2016-12-26,2016,12,Dec,Corporativo,Leste,New York,New York City,Papelaria,Fichários,Round Ring Binders,Padrão,4,4.992,3,0.2,1.6848,33.75
US-2015-120502,2015-04-13,2015,4,Apr,Corporativo,Oeste,California,Los Angeles,Móveis,Mobiliário,Flat Face Poster Frame,Padrão,6,37.68,2,0.0,15.8256,42.0
US-2015-120502,2015-04-13,2015,4,Apr,Corporativo,Oeste,California,Los Angeles,Tecnologia,Telefones,Aastra 57i VoIP phone,Padrão,6,258.576,2,0.2,19.3932,7.5
US-2015-120502,2015-04-13,2015,4,Apr,Corporativo,Oeste,California,Los Angeles,Papelaria,Eletrodomésticos,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,Padrão,6,75.84,2,0.0,29.5776,39.0
CA-2017-108749,2017-09-12,2017,9,Sep,Corporativo,Leste,Rhode Island,Woonsocket,Papelaria,Papel,Xerox 209,Primeira Classe,3,45.36,7,0.0,21.7728,48.0
CA-2017-108749,2017-09-12,2017,9,Sep,Corporativo,Leste,Rhode Island,Woonsocket,Papelaria,Fichários,Aluminum Screw Posts,Primeira Classe,3,45.78,3,0.0,22.89,50.0
CA-2017-163335,2017-09-24,2017,9,Sep,Consumidor,Sul,Georgia,Columbus,Papelaria,Armazenamento,Fellowes Desktop Hanging File Manager,Primeira Classe,3,40.29,3,0.0,10.0725,25.0
CA-2017-163335,2017-09-24,2017,9,Sep,Consumidor,Sul,Georgia,Columbus,Papelaria,Fichários,Avery Durable Poly Binders,Primeira Classe,3,38.71,7,0.0,17.8066,46.0
CA-2015-134719,2015-10-10,2015,10,Oct,Consumidor,Sul,Florida,Jacksonville,Papelaria,Armazenamento,Tennsco Single-Tier Lockers,Padrão,5,1801.632,6,0.2,-337.806,-18.75
US-2015-154389,2015-11-27,2015,11,Nov,Home Office,Leste,Pennsylvania,Philadelphia,Tecnologia,Telefones,LG Exalt,Padrão,6,748.752,8,0.4,-162.2296,-21.67
CA-2015-115567,2015-09-13,2015,9,Sep,Consumidor,Central,Indiana,Columbus,Tecnologia,Acessórios,Case Logic 2.4GHz Wireless Keyboard,Padrão,5,199.96,4,0.0,15.9968,8.0
CA-2015-115567,2015-09-13,2015,9,Sep,Consumidor,Central,Indiana,Columbus,Móveis,Cadeiras,Hon Multipurpose Stacking Arm Chairs,Padrão,5,1516.2,7,0.0,394.212,26.0
US-2017-136679,2017-11-14,2017,11,Nov,Consumidor,Central,Texas,Pasadena,Tecnologia,Acessórios,V7 USB Numeric Keypad,Padrão,4,167.952,6,0.2,-27.2922,-16.25
US-2017-136679,2017-11-14,2017,11,Nov,Consumidor,Central,Texas,Pasadena,Papelaria,Arte,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Padrão,4,45.04,2,0.2,4.504,10.0
US-2017-141943,2017-05-05,2017,5,May,Consumidor,Oeste,California,San Francisco,Papelaria,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",Padrão,4,23.16,2,0.0,11.58,50.0
CA-2014-101560,2014-11-28,2014,11,Nov,Corporativo,Sul,South Carolina,Columbia,Móveis,Mobiliário,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Segunda Classe,3,397.6,5,0.0,43.736,11.0
CA-2014-101560,2014-11-28,2014,11,Nov,Corporativo,Sul,South Carolina,Columbia,Papelaria,Papel,Xerox 1933,Segunda Classe,3,85.96,7,0.0,40.4012,47.0
CA-2014-101560,2014-11-28,2014,11,Nov,Corporativo,Sul,South Carolina,Columbia,Papelaria,Arte,Crayola Colored Pencils,Segunda Classe,3,13.12,4,0.0,4.3296,33.0
CA-2014-101560,2014-11-28,2014,11,Nov,Corporativo,Sul,South Carolina,Columbia,Papelaria,Fichários,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Segunda Classe,3,45.66,3,0.0,22.3734,49.0
CA-2014-159709,2014-05-10,2014,5,May,Consumidor,Oeste,Washington,Kent,Papelaria,Envelopes,"Strathmore #10 Envelopes, Ultimate White",Padrão,5,158.13,3,0.0,77.4837,49.0
CA-2014-159709,2014-05-10,2014,5,May,Consumidor,Oeste,Washington,Kent,Tecnologia,Telefones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Padrão,5,43.6,5,0.2,4.36,10.0
CA-2016-103982,2016-03-03,2016,3,Mar,Consumidor,Central,Texas,Round Rock,Papelaria,Suprimentos,High Speed Automatic Electric Letter Opener,Padrão,5,3930.072,3,0.2,-786.0144,-20.0
CA-2016-103982,2016-03-03,2016,3,Mar,Consumidor,Central,Texas,Round Rock,Papelaria,Grampos,"Acco Banker's Clasps, 5 3/4""-Long",Padrão,5,2.304,1,0.2,0.7776,33.75
CA-2016-103982,2016-03-03,2016,3,Mar,Consumidor,Central,Texas,Round Rock,Tecnologia,Telefones,Polycom VVX 310 VoIP phone,Padrão,5,431.976,3,0.2,32.3982,7.5
CA-2016-103982,2016-03-03,2016,3,Mar,Consumidor,Central,Texas,Round Rock,Tecnologia,Acessórios,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",Padrão,5,41.72,7,0.2,5.7365,13.75
CA-2015-142454,2015-08-15,2015,8,Aug,Consumidor,Oeste,California,Oakland,Móveis,Mobiliário,Tensor Computer Mounted Lamp,Padrão,4,104.23,7,0.0,28.1421,27.0
CA-2015-142454,2015-08-15,2015,8,Aug,Consumidor,Oeste,California,Oakland,Papelaria,Armazenamento,Mobile Personal File Cube,Padrão,4,70.26,3,0.0,18.9702,27.0
CA-2015-102015,2015-09-12,2015,9,Sep,Consumidor,Leste,New York,Auburn,Papelaria,Arte,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Padrão,6,9.26,2,0.0,3.0558,33.0
CA-2015-102015,2015-09-12,2015,9,Sep,Consumidor,Leste,New York,Auburn,Papelaria,Armazenamento,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Padrão,6,105.98,2,0.0,4.2392,4.0
CA-2015-102015,2015-09-12,2015,9,Sep,Consumidor,Leste,New York,Auburn,Papelaria,Grampos,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Padrão,6,1.24,1,0.0,0.5828,47.0
CA-2015-102015,2015-09-12,2015,9,Sep,Consumidor,Leste,New York,Auburn,Papelaria,Etiquetas,Avery 489,Padrão,6,20.7,2,0.0,9.936,48.0
CA-2015-102015,2015-09-12,2015,9,Sep,Consumidor,Leste,New York,Auburn,Papelaria,Papel,HP Office Recycled Paper (20Lb. and 87 Bright),Padrão,6,28.9,5,0.0,14.161,49.0
CA-2015-102015,2015-09-12,2015,9,Sep,Consumidor,Leste,New York,Auburn,Papelaria,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Padrão,6,27.18,1,0.0,12.7746,47.0
CA-2015-156755,2015-01-12,2015,1,Jan,Corporativo,Leste,Delaware,Newark,Papelaria,Armazenamento,"Dual Level, Single-Width Filing Carts",Padrão,6,465.18,3,0.0,120.9468,26.0
CA-2015-130876,2015-05-12,2015,5,May,Consumidor,Leste,New York,New York City,Papelaria,Armazenamento,Portable Personal File Box,Segunda Classe,4,36.63,3,0.0,9.8901,27.0
CA-2016-145898,2016-09-26,2016,9,Sep,Consumidor,Oeste,California,Redlands,Papelaria,Armazenamento,Advantus Rolling Storage Box,Mesmo Dia,0,51.45,3,0.0,13.8915,27.0
CA-2016-145898,2016-09-26,2016,9,Sep,Consumidor,Oeste,California,Redlands,Papelaria,Etiquetas,Avery 494,Mesmo Dia,0,7.83,3,0.0,3.6018,46.0
CA-2016-145898,2016-09-26,2016,9,Sep,Consumidor,Oeste,California,Redlands,Papelaria,Arte,SANFORD Major Accent Highlighters,Mesmo Dia,0,35.4,5,0.0,13.452,38.0
CA-2016-145898,2016-09-26,2016,9,Sep,Consumidor,Oeste,California,Redlands,Papelaria,Papel,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Mesmo Dia,0,29.9,5,0.0,13.455,45.0
US-2017-159562,2017-09-09,2017,9,Sep,Consumidor,Central,Michigan,Roseville,Papelaria,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Padrão,6,17.48,2,0.0,8.2156,47.0
CA-2017-134635,2017-04-15,2017,4,Apr,Corporativo,Oeste,California,Los Angeles,Papelaria,Papel,Xerox 1883,Segunda Classe,2,79.14,3,0.0,36.4044,46.0
CA-2017-167080,2017-06-10,2017,6,Jun,Corporativo,Leste,New York,New York City,Papelaria,Arte,Prang Dustless Chalk Sticks,Padrão,4,8.4,5,0.0,4.2,50.0
CA-2017-145653,2017-09-01,2017,9,Sep,Consumidor,Central,Michigan,Detroit,Móveis,Cadeiras,Harbour Creations 67200 Series Stacking Chairs,Mesmo Dia,0,498.26,7,0.0,134.5302,27.0
CA-2014-140487,2014-06-14,2014,6,Jun,Home Office,Central,Michigan,Detroit,Móveis,Estantes,"Hon Metal Bookcases, Gray",Padrão,6,212.94,3,0.0,57.4938,27.0
CA-2017-117401,2017-05-18,2017,5,May,Home Office,Central,Missouri,Springfield,Papelaria,Eletrodomésticos,Avanti 1.7 Cu. Ft. Refrigerator,Segunda Classe,4,706.86,7,0.0,197.9208,28.0
CA-2017-117401,2017-05-18,2017,5,May,Home Office,Central,Missouri,Springfield,Tecnologia,Telefones,Motorola HK250 Universal Bluetooth Headset,Segunda Classe,4,114.95,5,0.0,2.299,2.0
CA-2017-117401,2017-05-18,2017,5,May,Home Office,Central,Missouri,Springfield,Papelaria,Fichários,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",Segunda Classe,4,43.19,7,0.0,20.7312,48.0
US-2017-109582,2017-09-12,2017,9,Sep,Consumidor,Oeste,California,Los Angeles,Papelaria,Papel,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Segunda Classe,5,166.44,3,0.0,79.8912,48.0
CA-2016-119865,2016-06-21,2016,6,Jun,Consumidor,Leste,New York,New York City,Papelaria,Fichários,SpineVue Locking Slant-D Ring Binders by Cardinal,Padrão,5,36.56,5,0.2,12.796,35.0
CA-2016-119865,2016-06-21,2016,6,Jun,Consumidor,Leste,New York,New York City,Papelaria,Fichários,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Padrão,5,186.144,6,0.2,60.4968,32.5
CA-2016-119865,2016-06-21,2016,6,Jun,Consumidor,Leste,New York,New York City,Móveis,Estantes,O'Sullivan Living Dimensions 5-Shelf Bookcases,Padrão,5,353.568,2,0.2,-44.196,-12.5
US-2014-147648,2014-11-26,2014,11,Nov,Home Office,Oeste,California,San Francisco,Papelaria,Papel,Xerox 1893,Padrão,5,81.98,2,0.0,40.1702,49.0
CA-2017-124436,2017-03-19,2017,3,Mar,Consumidor,Oeste,California,Fresno,Papelaria,Fichários,SpineVue Locking Slant-D Ring Binders by Cardinal,Segunda Classe,3,14.624,2,0.2,5.1184,35.0
CA-2017-124436,2017-03-19,2017,3,Mar,Consumidor,Oeste,California,Fresno,Móveis,Mesas,Chromcraft Round Conference Tables,Segunda Classe,3,697.16,5,0.2,8.7145,1.25
CA-2017-124436,2017-03-19,2017,3,Mar,Consumidor,Oeste,California,Fresno,Móveis,Mobiliário,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Segunda Classe,3,30.93,1,0.0,12.6813,41.0
CA-2017-124436,2017-03-19,2017,3,Mar,Consumidor,Oeste,California,Fresno,Papelaria,Fichários,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Segunda Classe,3,27.496,7,0.2,9.2799,33.75
CA-2014-115084,2014-10-18,2014,10,Oct,Corporativo,Sul,Arkansas,Texarkana,Móveis,Cadeiras,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Padrão,4,605.34,6,0.0,145.2816,24.0
CA-2017-131037,2017-08-22,2017,8,Aug,Consumidor,Oeste,California,San Francisco,Móveis,Mesas,Hon Racetrack Conference Tables,Primeira Classe,1,210.008,1,0.2,2.6251,1.25
CA-2016-111143,2016-11-19,2016,11,Nov,Corporativo,Central,Indiana,Indianapolis,Papelaria,Eletrodomésticos,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Primeira Classe,3,54.96,3,0.0,15.9384,29.0
CA-2014-166744,2014-09-20,2014,9,Sep,Consumidor,Leste,Maryland,Columbia,Móveis,Mobiliário,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",Padrão,4,164.22,3,0.0,50.9082,31.0
CA-2014-166744,2014-09-20,2014,9,Sep,Consumidor,Leste,Maryland,Columbia,Móveis,Estantes,O'Sullivan Living Dimensions 2-Shelf Bookcases,Padrão,4,362.94,3,0.0,36.294,10.0
CA-2014-166744,2014-09-20,2014,9,Sep,Consumidor,Leste,Maryland,Columbia,Tecnologia,Acessórios,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Padrão,4,59.98,2,0.0,26.3912,44.0
CA-2016-116561,2016-09-11,2016,9,Sep,Consumidor,Oeste,California,San Jose,Papelaria,Armazenamento,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",Padrão,6,332.94,3,0.0,6.6588,2.0
CA-2016-116561,2016-09-11,2016,9,Sep,Consumidor,Oeste,California,San Jose,Papelaria,Fichários,GBC Standard Therm-A-Bind Covers,Padrão,6,39.872,2,0.2,12.9584,32.5
CA-2016-110730,2016-09-23,2016,9,Sep,Corporativo,Oeste,Washington,Seattle,Papelaria,Suprimentos,Acme Design Stainless Steel Bent Scissors,Segunda Classe,3,13.68,2,0.0,3.6936,27.0
CA-2017-146367,2017-08-04,2017,8,Aug,Corporativo,Central,Texas,Carrollton,Papelaria,Fichários,Avery Durable Poly Binders,Padrão,4,3.318,3,0.8,-5.6406,-170.0
CA-2016-149454,2016-07-25,2016,7,Jul,Home Office,Sul,Virginia,Arlington,Papelaria,Fichários,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",Primeira Classe,1,10.44,1,0.0,4.8024,46.0
CA-2016-156265,2016-08-02,2016,8,Aug,Corporativo,Oeste,California,Los Angeles,Móveis,Mesas,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",Segunda Classe,2,136.464,2,0.2,15.3522,11.25
CA-2016-156265,2016-08-02,2016,8,Aug,Corporativo,Oeste,California,Los Angeles,Tecnologia,Telefones,Nortel Business Series Terminal T7208 Digital phone,Segunda Classe,2,333.576,3,0.2,33.3576,10.0
CA-2016-156265,2016-08-02,2016,8,Aug,Corporativo,Oeste,California,Los Angeles,Papelaria,Fichários,XtraLife ClearVue Slant-D Ring Binders by Cardinal,Segunda Classe,2,12.544,2,0.2,4.704,37.5
US-2015-168914,2015-05-21,2015,5,May,Consumidor,Central,Illinois,Frankfort,Papelaria,Eletrodomésticos,Fellowes Basic Home/Office Series Surge Protectors,Padrão,6,20.768,8,0.8,-52.9584,-255.0
US-2017-110989,2017-11-03,2017,11,Nov,Consumidor,Oeste,Washington,Seattle,Tecnologia,Acessórios,HP Standard 104 key PS/2 Keyboard,Segunda Classe,2,43.5,3,0.0,10.875,25.0
CA-2015-106215,2015-04-16,2015,4,Apr,Corporativo,Leste,Pennsylvania,Philadelphia,Papelaria,Grampos,Staples,Padrão,5,12.576,4,0.2,4.0872,32.5
US-2016-169369,2016-12-12,2016,12,Dec,Consumidor,Sul,Georgia,Columbus,Tecnologia,Acessórios,Case Logic 2.4GHz Wireless Keyboard,Padrão,6,249.95,5,0.0,19.996,8.0
US-2016-169369,2016-12-12,2016,12,Dec,Consumidor,Sul,Georgia,Columbus,Papelaria,Papel,Xerox 1907,Padrão,6,49.12,4,0.0,23.0864,47.0
CA-2015-132318,2015-10-30,2015,10,Oct,Consumidor,Sul,Virginia,Virginia Beach,Papelaria,Eletrodomésticos,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Primeira Classe,3,182.91,3,0.0,53.0439,29.0
US-2014-131982,2014-03-07,2014,3,Mar,Home Office,Oeste,Washington,Des Moines,Papelaria,Fichários,Catalog Binders with Expanding Posts,Segunda Classe,4,107.648,2,0.2,33.64,31.25
CA-2015-125185,2015-03-05,2015,3,Mar,Corporativo,Leste,Pennsylvania,Bethlehem,Móveis,Cadeiras,"Situations Contoured Folding Chairs, 4/Set",Segunda Classe,2,99.372,2,0.3,-7.098,-7.14
CA-2015-125185,2015-03-05,2015,3,Mar,Corporativo,Leste,Pennsylvania,Bethlehem,Móveis,Mobiliário,36X48 HARDFLOOR CHAIRMAT,Segunda Classe,2,33.568,2,0.2,-5.4548,-16.25
CA-2016-130078,2016-08-08,2016,8,Aug,Consumidor,Central,Oklahoma,Oklahoma City,Papelaria,Papel,Xerox 1954,Padrão,6,10.56,2,0.0,4.752,45.0
US-2017-114034,2017-01-03,2017,1,Jan,Consumidor,Oeste,California,Rancho Cucamonga,Papelaria,Papel,Xerox 1905,Padrão,5,38.88,6,0.0,18.6624,48.0
US-2017-115595,2017-10-09,2017,10,Oct,Consumidor,Oeste,California,Los Angeles,Papelaria,Papel,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Primeira Classe,2,35.2,5,0.0,16.544,47.0
CA-2017-158722,2017-10-20,2017,10,Oct,Home Office,Leste,Pennsylvania,Philadelphia,Papelaria,Papel,Xerox 1887,Padrão,6,45.528,3,0.2,15.9348,35.0
CA-2014-105165,2014-09-07,2014,9,Sep,Home Office,Central,Texas,Houston,Tecnologia,Telefones,Panasonic KX TS3282B Corded phone,Primeira Classe,3,196.776,3,0.2,14.7582,7.5
CA-2014-105165,2014-09-07,2014,9,Sep,Home Office,Central,Texas,Houston,Papelaria,Fichários,"Angle-D Binders with Locking Rings, Label Holders",Primeira Classe,3,2.92,2,0.8,-4.818,-165.0
